tourist_id,segment_order,from_poi,to_poi,point_order,latitude,longitude,transport_mode
T005,4,Toy Train Station,Lloyd Botanical Garden,142,27.05628,88.253706,shared_jeep
T005,4,Toy Train Station,Lloyd Botanical Garden,143,27.056214,88.253729,shared_jeep
T005,4,Toy Train Station,Lloyd Botanical Garden,144,27.056109,88.253913,shared_jeep
T005,4,Toy Train Station,Lloyd Botanical Garden,145,27.055992,88.254083,shared_jeep
T005,4,Toy Train Station,Lloyd Botanical Garden,146,27.055915,88.254135,shared_jeep
T005,4,Toy Train Station,Lloyd Botanical Garden,147,27.055866,88.254086,shared_jeep
T005,4,Toy Train Station,Lloyd Botanical Garden,148,27.05586,88.254047,shared_jeep
T005,4,Toy Train Station,Lloyd Botanical Garden,149,27.055918,88.253849,shared_jeep
T005,4,Toy Train Station,Lloyd Botanical Garden,150,27.055803,88.254081,shared_jeep
T005,4,Toy Train Station,Lloyd Botanical Garden,151,27.055724,88.254234,shared_jeep
T005,4,Toy Train Station,Lloyd Botanical Garden,152,27.05568,88.25441,shared_jeep
T005,4,Toy Train Station,Lloyd Botanical Garden,153,27.055665,88.254541,shared_jeep
T005,4,Toy Train Station,Lloyd Botanical Garden,154,27.055655,88.25462,shared_jeep
T005,4,Toy Train Station,Lloyd Botanical Garden,155,27.05562,88.254704,shared_jeep
T005,4,Toy Train Station,Lloyd Botanical Garden,156,27.05546,88.254716,shared_jeep
T005,4,Toy Train Station,Lloyd Botanical Garden,157,27.055387,88.254738,shared_jeep
T005,4,Toy Train Station,Lloyd Botanical Garden,158,27.055328,88.254863,shared_jeep
T005,4,Toy Train Station,Lloyd Botanical Garden,159,27.055296,88.254945,shared_jeep
T005,4,Toy Train Station,Lloyd Botanical Garden,160,27.055186,88.255004,shared_jeep
T005,4,Toy Train Station,Lloyd Botanical Garden,161,27.055094,88.255054,shared_jeep
T005,4,Toy Train Station,Lloyd Botanical Garden,162,27.055004,88.255143,shared_jeep
T005,4,Toy Train Station,Lloyd Botanical Garden,163,27.054838,88.255221,shared_jeep
T005,4,Toy Train Station,Lloyd Botanical Garden,164,27.054709,88.255281,shared_jeep
T005,4,Toy Train Station,Lloyd Botanical Garden,165,27.054631,88.255473,shared_jeep
T005,4,Toy Train Station,Lloyd Botanical Garden,166,27.054472,88.255584,shared_jeep
T005,4,Toy Train Station,Lloyd Botanical Garden,167,27.054327,88.255683,shared_jeep
T005,4,Toy Train Station,Lloyd Botanical Garden,168,27.054205,88.255794,shared_jeep
T005,4,Toy Train Station,Lloyd Botanical Garden,169,27.0541,88.255864,shared_jeep
T005,4,Toy Train Station,Lloyd Botanical Garden,170,27.053993,88.255894,shared_jeep
T005,4,Toy Train Station,Lloyd Botanical Garden,171,27.053882,88.255923,shared_jeep
T005,4,Toy Train Station,Lloyd Botanical Garden,172,27.053792,88.255973,shared_jeep
T005,4,Toy Train Station,Lloyd Botanical Garden,173,27.053698,88.256066,shared_jeep
T005,4,Toy Train Station,Lloyd Botanical Garden,174,27.053589,88.256172,shared_jeep
T005,4,Toy Train Station,Lloyd Botanical Garden,175,27.053493,88.256269,shared_jeep
T005,4,Toy Train Station,Lloyd Botanical Garden,176,27.053383,88.256414,shared_jeep
T005,4,Toy Train Station,Lloyd Botanical Garden,177,27.053248,88.256548,shared_jeep
T005,4,Toy Train Station,Lloyd Botanical Garden,178,27.053137,88.256584,shared_jeep
T005,4,Toy Train Station,Lloyd Botanical Garden,179,27.053035,88.256538,shared_jeep
T005,4,Toy Train Station,Lloyd Botanical Garden,180,27.052965,88.256503,shared_jeep
T005,4,Toy Train Station,Lloyd Botanical Garden,181,27.052896,88.256528,shared_jeep
T005,4,Toy Train Station,Lloyd Botanical Garden,182,27.052711,88.256653,shared_jeep
T005,4,Toy Train Station,Lloyd Botanical Garden,183,27.052628,88.256725,shared_jeep
T005,4,Toy Train Station,Lloyd Botanical Garden,184,27.052499,88.256942,shared_jeep
T005,4,Toy Train Station,Lloyd Botanical Garden,185,27.052448,88.257081,shared_jeep
T005,4,Toy Train Station,Lloyd Botanical Garden,186,27.052473,88.256759,shared_jeep
T005,4,Toy Train Station,Lloyd Botanical Garden,187,27.052518,88.256657,shared_jeep
T005,4,Toy Train Station,Lloyd Botanical Garden,188,27.052592,88.256546,shared_jeep
T005,4,Toy Train Station,Lloyd Botanical Garden,189,27.052812,88.256313,shared_jeep
T005,4,Toy Train Station,Lloyd Botanical Garden,190,27.052894,88.256188,shared_jeep
T005,4,Toy Train Station,Lloyd Botanical Garden,191,27.052833,88.256197,shared_jeep
T005,4,Toy Train Station,Lloyd Botanical Garden,192,27.052766,88.256238,shared_jeep
T005,4,Toy Train Station,Lloyd Botanical Garden,193,27.052683,88.256291,shared_jeep
T005,4,Toy Train Station,Lloyd Botanical Garden,194,27.052592,88.256321,shared_jeep
T005,4,Toy Train Station,Lloyd Botanical Garden,195,27.052439,88.256315,shared_jeep
T005,4,Toy Train Station,Lloyd Botanical Garden,196,27.052281,88.25635,shared_jeep
T005,4,Toy Train Station,Lloyd Botanical Garden,197,27.052155,88.256407,shared_jeep
T005,4,Toy Train Station,Lloyd Botanical Garden,198,27.052059,88.256409,shared_jeep
T005,4,Toy Train Station,Lloyd Botanical Garden,199,27.052047,88.256342,shared_jeep
T005,4,Toy Train Station,Lloyd Botanical Garden,200,27.052217,88.25598,shared_jeep
T005,4,Toy Train Station,Lloyd Botanical Garden,201,27.052202,88.255918,shared_jeep
T005,4,Toy Train Station,Lloyd Botanical Garden,202,27.052169,88.2559,shared_jeep
T005,4,Toy Train Station,Lloyd Botanical Garden,203,27.0521,88.255953,shared_jeep
T005,4,Toy Train Station,Lloyd Botanical Garden,204,27.052028,88.256066,shared_jeep
T005,4,Toy Train Station,Lloyd Botanical Garden,205,27.051901,88.256176,shared_jeep
T005,4,Toy Train Station,Lloyd Botanical Garden,206,27.051875,88.256337,shared_jeep
T005,4,Toy Train Station,Lloyd Botanical Garden,207,27.051839,88.256423,shared_jeep
T005,4,Toy Train Station,Lloyd Botanical Garden,208,27.051789,88.256415,shared_jeep
T005,4,Toy Train Station,Lloyd Botanical Garden,209,27.051749,88.256377,shared_jeep
T005,4,Toy Train Station,Lloyd Botanical Garden,210,27.051689,88.256337,shared_jeep
T005,4,Toy Train Station,Lloyd Botanical Garden,211,27.051603,88.256369,shared_jeep
T005,4,Toy Train Station,Lloyd Botanical Garden,212,27.051522,88.256455,shared_jeep
T005,4,Toy Train Station,Lloyd Botanical Garden,213,27.051498,88.256546,shared_jeep
T005,4,Toy Train Station,Lloyd Botanical Garden,214,27.051455,88.256643,shared_jeep
T005,4,Toy Train Station,Lloyd Botanical Garden,215,27.051376,88.256723,shared_jeep
T005,4,Toy Train Station,Lloyd Botanical Garden,216,27.051331,88.256787,shared_jeep
T005,4,Toy Train Station,Lloyd Botanical Garden,217,27.051263,88.256883,shared_jeep
T005,4,Toy Train Station,Lloyd Botanical Garden,218,27.051197,88.256986,shared_jeep
T005,4,Toy Train Station,Lloyd Botanical Garden,219,27.051118,88.257096,shared_jeep
T005,4,Toy Train Station,Lloyd Botanical Garden,220,27.051037,88.257147,shared_jeep
T005,4,Toy Train Station,Lloyd Botanical Garden,221,27.050936,88.257158,shared_jeep
T005,4,Toy Train Station,Lloyd Botanical Garden,222,27.050856,88.257166,shared_jeep
T005,4,Toy Train Station,Lloyd Botanical Garden,223,27.050726,88.257171,shared_jeep
T005,4,Toy Train Station,Lloyd Botanical Garden,224,27.050655,88.257139,shared_jeep
T005,4,Toy Train Station,Lloyd Botanical Garden,225,27.050724,88.2569,shared_jeep
T005,4,Toy Train Station,Lloyd Botanical Garden,226,27.050714,88.256822,shared_jeep
T005,4,Toy Train Station,Lloyd Botanical Garden,227,27.05064,88.256602,shared_jeep
T005,4,Toy Train Station,Lloyd Botanical Garden,228,27.050559,88.256463,shared_jeep
T005,4,Toy Train Station,Lloyd Botanical Garden,229,27.050463,88.256364,shared_jeep
T005,4,Toy Train Station,Lloyd Botanical Garden,230,27.050389,88.256388,shared_jeep
T005,4,Toy Train Station,Lloyd Botanical Garden,231,27.05021,88.256455,shared_jeep
T005,4,Toy Train Station,Lloyd Botanical Garden,232,27.050131,88.256474,shared_jeep
T005,4,Toy Train Station,Lloyd Botanical Garden,233,27.050088,88.256404,shared_jeep
T005,4,Toy Train Station,Lloyd Botanical Garden,234,27.050124,88.256337,shared_jeep
T005,4,Toy Train Station,Lloyd Botanical Garden,235,27.050246,88.256259,shared_jeep
T005,4,Toy Train Station,Lloyd Botanical Garden,236,27.050265,88.256197,shared_jeep
T005,4,Toy Train Station,Lloyd Botanical Garden,237,27.050222,88.256176,shared_jeep
T005,4,Toy Train Station,Lloyd Botanical Garden,238,27.050112,88.256197,shared_jeep
T005,4,Toy Train Station,Lloyd Botanical Garden,239,27.049962,88.256205,shared_jeep
T005,4,Toy Train Station,Lloyd Botanical Garden,240,27.049926,88.256144,shared_jeep
T005,4,Toy Train Station,Lloyd Botanical Garden,241,27.049878,88.256042,shared_jeep
T005,4,Toy Train Station,Lloyd Botanical Garden,242,27.049809,88.255908,shared_jeep
T005,4,Toy Train Station,Lloyd Botanical Garden,243,27.049845,88.255867,shared_jeep
T005,4,Toy Train Station,Lloyd Botanical Garden,244,27.049945,88.255849,shared_jeep
T005,4,Toy Train Station,Lloyd Botanical Garden,245,27.050103,88.255849,shared_jeep
T005,4,Toy Train Station,Lloyd Botanical Garden,246,27.050182,88.255808,shared_jeep
T005,4,Toy Train Station,Lloyd Botanical Garden,247,27.050216,88.255757,shared_jeep
T005,4,Toy Train Station,Lloyd Botanical Garden,248,27.050232,88.255685,shared_jeep
T005,4,Toy Train Station,Lloyd Botanical Garden,249,27.050203,88.255641,shared_jeep
T005,4,Toy Train Station,Lloyd Botanical Garden,250,27.050131,88.255599,shared_jeep
T005,4,Toy Train Station,Lloyd Botanical Garden,251,27.049964,88.255487,shared_jeep
T005,4,Toy Train Station,Lloyd Botanical Garden,252,27.049845,88.255393,shared_jeep
T005,4,Toy Train Station,Lloyd Botanical Garden,253,27.049847,88.255323,shared_jeep
T005,4,Toy Train Station,Lloyd Botanical Garden,254,27.049799,88.255181,shared_jeep
T005,4,Toy Train Station,Lloyd Botanical Garden,255,27.04968,88.25502,shared_jeep
T005,4,Toy Train Station,Lloyd Botanical Garden,256,27.049661,88.254934,shared_jeep
T005,4,Toy Train Station,Lloyd Botanical Garden,257,27.049635,88.254813,shared_jeep
T005,4,Toy Train Station,Lloyd Botanical Garden,258,27.049537,88.254714,shared_jeep
T005,4,Toy Train Station,Lloyd Botanical Garden,259,27.049441,88.254612,shared_jeep
T005,4,Toy Train Station,Lloyd Botanical Garden,260,27.049381,88.254475,shared_jeep
T005,4,Toy Train Station,Lloyd Botanical Garden,261,27.049372,88.25439,shared_jeep
T005,4,Toy Train Station,Lloyd Botanical Garden,262,27.049408,88.254317,shared_jeep
T005,4,Toy Train Station,Lloyd Botanical Garden,263,27.049513,88.254223,shared_jeep
T005,4,Toy Train Station,Lloyd Botanical Garden,264,27.049498,88.254156,shared_jeep
T005,4,Toy Train Station,Lloyd Botanical Garden,265,27.049476,88.254161,shared_jeep
T005,4,Toy Train Station,Lloyd Botanical Garden,266,27.049443,88.254162,shared_jeep
T005,4,Toy Train Station,Lloyd Botanical Garden,267,27.049276,88.254205,shared_jeep
T005,4,Toy Train Station,Lloyd Botanical Garden,268,27.049099,88.254282,shared_jeep
T005,4,Toy Train Station,Lloyd Botanical Garden,269,27.049042,88.254293,shared_jeep
T005,4,Toy Train Station,Lloyd Botanical Garden,270,27.049016,88.254237,shared_jeep
T005,4,Toy Train Station,Lloyd Botanical Garden,271,27.049066,88.25418,shared_jeep
T005,4,Toy Train Station,Lloyd Botanical Garden,272,27.049181,88.254086,shared_jeep
T005,4,Toy Train Station,Lloyd Botanical Garden,273,27.049176,88.254033,shared_jeep
T005,4,Toy Train Station,Lloyd Botanical Garden,274,27.049121,88.254019,shared_jeep
T005,4,Toy Train Station,Lloyd Botanical Garden,275,27.048963,88.254081,shared_jeep
T005,4,Toy Train Station,Lloyd Botanical Garden,276,27.048834,88.254159,shared_jeep
T005,4,Toy Train Station,Lloyd Botanical Garden,277,27.048763,88.254113,shared_jeep
T005,4,Toy Train Station,Lloyd Botanical Garden,278,27.048794,88.254033,shared_jeep
T005,4,Toy Train Station,Lloyd Botanical Garden,279,27.048911,88.253918,shared_jeep
T005,4,Toy Train Station,Lloyd Botanical Garden,280,27.048954,88.253845,shared_jeep
T005,4,Toy Train Station,Lloyd Botanical Garden,281,27.04893,88.253802,shared_jeep
T005,4,Toy Train Station,Lloyd Botanical Garden,282,27.048849,88.253802,shared_jeep
T005,4,Toy Train Station,Lloyd Botanical Garden,283,27.0487,88.253845,shared_jeep
T005,4,Toy Train Station,Lloyd Botanical Garden,284,27.048593,88.253926,shared_jeep
T005,4,Toy Train Station,Lloyd Botanical Garden,285,27.048531,88.254038,shared_jeep
T005,4,Toy Train Station,Lloyd Botanical Garden,286,27.048481,88.254065,shared_jeep
T005,4,Toy Train Station,Lloyd Botanical Garden,287,27.048438,88.254011,shared_jeep
T005,4,Toy Train Station,Lloyd Botanical Garden,288,27.048466,88.253861,shared_jeep
T005,4,Toy Train Station,Lloyd Botanical Garden,289,27.048493,88.25373,shared_jeep
T005,4,Toy Train Station,Lloyd Botanical Garden,290,27.048476,88.253695,shared_jeep
T005,4,Toy Train Station,Lloyd Botanical Garden,291,27.048433,88.253706,shared_jeep
T005,4,Toy Train Station,Lloyd Botanical Garden,292,27.048356,88.253773,shared_jeep
T005,4,Toy Train Station,Lloyd Botanical Garden,293,27.048275,88.253875,shared_jeep
T005,4,Toy Train Station,Lloyd Botanical Garden,294,27.048225,88.254009,shared_jeep
T005,4,Toy Train Station,Lloyd Botanical Garden,295,27.048194,88.254062,shared_jeep
T005,4,Toy Train Station,Lloyd Botanical Garden,296,27.048141,88.254052,shared_jeep
T005,4,Toy Train Station,Lloyd Botanical Garden,297,27.048108,88.253977,shared_jeep
T006,1,Tiger Hill,Tenzing Rock,0,27.007529,88.264059,car
T006,1,Tiger Hill,Tenzing Rock,1,27.007541,88.263895,car
T006,1,Tiger Hill,Tenzing Rock,2,27.007552,88.26375,car
T006,1,Tiger Hill,Tenzing Rock,3,27.007542,88.263513,car
T006,1,Tiger Hill,Tenzing Rock,4,27.007484,88.263305,car
T006,1,Tiger Hill,Tenzing Rock,5,27.007449,88.263166,car
T006,1,Tiger Hill,Tenzing Rock,6,27.007454,88.262925,car
T006,1,Tiger Hill,Tenzing Rock,7,27.007486,88.262649,car
T006,1,Tiger Hill,Tenzing Rock,8,27.007573,88.262239,car
T006,1,Tiger Hill,Tenzing Rock,9,27.007587,88.26195,car
T006,1,Tiger Hill,Tenzing Rock,10,27.007745,88.261569,car
T006,1,Tiger Hill,Tenzing Rock,11,27.007768,88.261389,car
T006,1,Tiger Hill,Tenzing Rock,12,27.007986,88.260901,car
T006,1,Tiger Hill,Tenzing Rock,13,27.00817,88.260696,car
T006,1,Tiger Hill,Tenzing Rock,14,27.008217,88.260554,car
T006,1,Tiger Hill,Tenzing Rock,15,27.008216,88.260424,car
T006,1,Tiger Hill,Tenzing Rock,16,27.008215,88.260309,car
T006,1,Tiger Hill,Tenzing Rock,17,27.008235,88.260186,car
T006,1,Tiger Hill,Tenzing Rock,18,27.008269,88.259823,car
T006,1,Tiger Hill,Tenzing Rock,19,27.008237,88.259583,car
T006,1,Tiger Hill,Tenzing Rock,20,27.008222,88.259549,car
T006,1,Tiger Hill,Tenzing Rock,21,27.008518,88.259238,car
T006,1,Tiger Hill,Tenzing Rock,22,27.008676,88.259065,car
T006,1,Tiger Hill,Tenzing Rock,23,27.008737,88.258914,car
T006,1,Tiger Hill,Tenzing Rock,24,27.008768,88.258866,car
T006,1,Tiger Hill,Tenzing Rock,25,27.008808,88.258842,car
T006,1,Tiger Hill,Tenzing Rock,26,27.008844,88.258814,car
T006,1,Tiger Hill,Tenzing Rock,27,27.008775,88.25859,car
T006,1,Tiger Hill,Tenzing Rock,28,27.008703,88.258394,car
T006,1,Tiger Hill,Tenzing Rock,29,27.00868,88.258234,car
T006,1,Tiger Hill,Tenzing Rock,30,27.008669,88.258122,car
T006,1,Tiger Hill,Tenzing Rock,31,27.008623,88.258013,car
T006,1,Tiger Hill,Tenzing Rock,32,27.008566,88.257939,car
T006,1,Tiger Hill,Tenzing Rock,33,27.0085,88.257814,car
T006,1,Tiger Hill,Tenzing Rock,34,27.008476,88.257699,car
T006,1,Tiger Hill,Tenzing Rock,35,27.008505,88.257614,car
T006,1,Tiger Hill,Tenzing Rock,36,27.008537,88.257517,car
T006,1,Tiger Hill,Tenzing Rock,37,27.008608,88.25745,car
T006,1,Tiger Hill,Tenzing Rock,38,27.008638,88.257381,car
T006,1,Tiger Hill,Tenzing Rock,39,27.008628,88.257304,car
T006,1,Tiger Hill,Tenzing Rock,40,27.008579,88.257205,car
T006,1,Tiger Hill,Tenzing Rock,41,27.008528,88.257065,car
T006,1,Tiger Hill,Tenzing Rock,42,27.008399,88.25687,car
T006,1,Tiger Hill,Tenzing Rock,43,27.008384,88.256775,car
T006,1,Tiger Hill,Tenzing Rock,44,27.008433,88.256688,car
T006,1,Tiger Hill,Tenzing Rock,45,27.008435,88.256617,car
T006,1,Tiger Hill,Tenzing Rock,46,27.008399,88.256535,car
T006,1,Tiger Hill,Tenzing Rock,47,27.008364,88.256489,car
T006,1,Tiger Hill,Tenzing Rock,48,27.008291,88.256436,car
T006,1,Tiger Hill,Tenzing Rock,49,27.008257,88.256356,car
T006,1,Tiger Hill,Tenzing Rock,50,27.008282,88.256291,car
T006,1,Tiger Hill,Tenzing Rock,51,27.008344,88.256237,car
T006,1,Tiger Hill,Tenzing Rock,52,27.008423,88.25621,car
T006,1,Tiger Hill,Tenzing Rock,53,27.008495,88.256182,car
T006,1,Tiger Hill,Tenzing Rock,54,27.008544,88.256125,car
T006,1,Tiger Hill,Tenzing Rock,55,27.008552,88.25606,car
T006,1,Tiger Hill,Tenzing Rock,56,27.008526,88.255956,car
T006,1,Tiger Hill,Tenzing Rock,57,27.00849,88.255802,car
T006,1,Tiger Hill,Tenzing Rock,58,27.008514,88.25573,car
T006,1,Tiger Hill,Tenzing Rock,59,27.008617,88.2556,car
T006,1,Tiger Hill,Tenzing Rock,60,27.008641,88.25554,car
T006,1,Tiger Hill,Tenzing Rock,61,27.008624,88.255362,car
T006,1,Tiger Hill,Tenzing Rock,62,27.008667,88.255193,car
T006,1,Tiger Hill,Tenzing Rock,63,27.008743,88.255119,car
T006,1,Tiger Hill,Tenzing Rock,64,27.008821,88.255077,car
T006,1,Tiger Hill,Tenzing Rock,65,27.008983,88.254992,car
T006,1,Tiger Hill,Tenzing Rock,66,27.009024,88.254924,car
T006,1,Tiger Hill,Tenzing Rock,67,27.008995,88.254835,car
T006,1,Tiger Hill,Tenzing Rock,68,27.008926,88.25475,car
T006,1,Tiger Hill,Tenzing Rock,69,27.00882,88.254619,car
T006,1,Tiger Hill,Tenzing Rock,70,27.008681,88.254471,car
T006,1,Tiger Hill,Tenzing Rock,71,27.008662,88.254393,car
T006,1,Tiger Hill,Tenzing Rock,72,27.008725,88.254175,car
T006,1,Tiger Hill,Tenzing Rock,73,27.008786,88.254008,car
T006,1,Tiger Hill,Tenzing Rock,74,27.00887,88.253961,car
T006,1,Tiger Hill,Tenzing Rock,75,27.008967,88.253946,car
T006,1,Tiger Hill,Tenzing Rock,76,27.009006,88.253899,car
T006,1,Tiger Hill,Tenzing Rock,77,27.008985,88.253827,car
T006,1,Tiger Hill,Tenzing Rock,78,27.008983,88.253715,car
T006,1,Tiger Hill,Tenzing Rock,79,27.008998,88.25351,car
T006,1,Tiger Hill,Tenzing Rock,80,27.008989,88.253436,car
T006,1,Tiger Hill,Tenzing Rock,81,27.008931,88.253348,car
T006,1,Tiger Hill,Tenzing Rock,82,27.008822,88.253236,car
T006,1,Tiger Hill,Tenzing Rock,83,27.008818,88.253164,car
T006,1,Tiger Hill,Tenzing Rock,84,27.008855,88.253107,car
T006,1,Tiger Hill,Tenzing Rock,85,27.008925,88.25309,car
T006,1,Tiger Hill,Tenzing Rock,86,27.008997,88.253135,car
T006,1,Tiger Hill,Tenzing Rock,87,27.009113,88.253322,car
T006,1,Tiger Hill,Tenzing Rock,88,27.009219,88.253367,car
T006,1,Tiger Hill,Tenzing Rock,89,27.009356,88.2534,car
T006,1,Tiger Hill,Tenzing Rock,90,27.009503,88.25353,car
T006,1,Tiger Hill,Tenzing Rock,91,27.009566,88.253527,car
T006,1,Tiger Hill,Tenzing Rock,92,27.00973,88.253407,car
T006,1,Tiger Hill,Tenzing Rock,93,27.00978,88.253429,car
T006,1,Tiger Hill,Tenzing Rock,94,27.009875,88.25355,car
T006,1,Tiger Hill,Tenzing Rock,95,27.009949,88.253556,car
T006,1,Tiger Hill,Tenzing Rock,96,27.010027,88.253507,car
T006,1,Tiger Hill,Tenzing Rock,97,27.010046,88.253405,car
T006,1,Tiger Hill,Tenzing Rock,98,27.010069,88.253321,car
T006,1,Tiger Hill,Tenzing Rock,99,27.010177,88.25326,car
T006,1,Tiger Hill,Tenzing Rock,100,27.010386,88.253257,car
T006,1,Tiger Hill,Tenzing Rock,101,27.010612,88.253328,car
T006,1,Tiger Hill,Tenzing Rock,102,27.010674,88.253352,car
T006,1,Tiger Hill,Tenzing Rock,103,27.010734,88.25331,car
T006,1,Tiger Hill,Tenzing Rock,104,27.010736,88.253245,car
T006,1,Tiger Hill,Tenzing Rock,105,27.010649,88.253025,car
T006,1,Tiger Hill,Tenzing Rock,106,27.010674,88.252972,car
T006,1,Tiger Hill,Tenzing Rock,107,27.010772,88.252955,car
T006,1,Tiger Hill,Tenzing Rock,108,27.010876,88.252992,car
T006,1,Tiger Hill,Tenzing Rock,109,27.010948,88.253015,car
T006,1,Tiger Hill,Tenzing Rock,110,27.011021,88.25307,car
T006,1,Tiger Hill,Tenzing Rock,111,27.011159,88.253131,car
T006,1,Tiger Hill,Tenzing Rock,112,27.011227,88.253134,car
T006,1,Tiger Hill,Tenzing Rock,113,27.011237,88.253092,car
T006,1,Tiger Hill,Tenzing Rock,114,27.011214,88.253057,car
T006,1,Tiger Hill,Tenzing Rock,115,27.011122,88.25304,car
T006,1,Tiger Hill,Tenzing Rock,116,27.010897,88.252886,car
T006,1,Tiger Hill,Tenzing Rock,117,27.010712,88.252801,car
T006,1,Tiger Hill,Tenzing Rock,118,27.01055,88.25277,car
T006,1,Tiger Hill,Tenzing Rock,119,27.010393,88.252819,car
T006,1,Tiger Hill,Tenzing Rock,120,27.010325,88.252841,car
T006,1,Tiger Hill,Tenzing Rock,121,27.010263,88.252834,car
T006,1,Tiger Hill,Tenzing Rock,122,27.01024,88.252796,car
T006,1,Tiger Hill,Tenzing Rock,123,27.010273,88.252737,car
T006,1,Tiger Hill,Tenzing Rock,124,27.010359,88.252689,car
T006,1,Tiger Hill,Tenzing Rock,125,27.010538,88.252632,car
T006,1,Tiger Hill,Tenzing Rock,126,27.010637,88.252634,car
T006,1,Tiger Hill,Tenzing Rock,127,27.010784,88.252656,car
T006,1,Tiger Hill,Tenzing Rock,128,27.010837,88.252672,car
T006,1,Tiger Hill,Tenzing Rock,129,27.010898,88.25266,car
T006,1,Tiger Hill,Tenzing Rock,130,27.010969,88.252626,car
T006,1,Tiger Hill,Tenzing Rock,131,27.011077,88.252591,car
T006,1,Tiger Hill,Tenzing Rock,132,27.011211,88.252561,car
T006,1,Tiger Hill,Tenzing Rock,133,27.011308,88.252502,car
T006,1,Tiger Hill,Tenzing Rock,134,27.011418,88.252384,car
T006,1,Tiger Hill,Tenzing Rock,135,27.011468,88.252345,car
T006,1,Tiger Hill,Tenzing Rock,136,27.011508,88.252325,car
T006,1,Tiger Hill,Tenzing Rock,137,27.011578,88.252319,car
T006,1,Tiger Hill,Tenzing Rock,138,27.011725,88.252324,car
T006,1,Tiger Hill,Tenzing Rock,139,27.011937,88.252346,car
T006,1,Tiger Hill,Tenzing Rock,140,27.012005,88.252385,car
T006,1,Tiger Hill,Tenzing Rock,141,27.012052,88.252488,car
T006,1,Tiger Hill,Tenzing Rock,142,27.012121,88.252561,car
T006,1,Tiger Hill,Tenzing Rock,143,27.012161,88.252593,car
T006,1,Tiger Hill,Tenzing Rock,144,27.012261,88.252591,car
T006,1,Tiger Hill,Tenzing Rock,145,27.012381,88.25255,car
T006,1,Tiger Hill,Tenzing Rock,146,27.012479,88.252565,car
T006,1,Tiger Hill,Tenzing Rock,147,27.012584,88.252595,car
T006,1,Tiger Hill,Tenzing Rock,148,27.012764,88.252637,car
T006,1,Tiger Hill,Tenzing Rock,149,27.012838,88.252683,car
T006,1,Tiger Hill,Tenzing Rock,150,27.012871,88.252793,car
T006,1,Tiger Hill,Tenzing Rock,151,27.012917,88.252881,car
T006,1,Tiger Hill,Tenzing Rock,152,27.013093,88.252891,car
T006,1,Tiger Hill,Tenzing Rock,153,27.01322,88.25295,car
T006,1,Tiger Hill,Tenzing Rock,154,27.013402,88.253045,car
T006,1,Tiger Hill,Tenzing Rock,155,27.01348,88.253185,car
T006,1,Tiger Hill,Tenzing Rock,156,27.013549,88.253252,car
T006,1,Tiger Hill,Tenzing Rock,157,27.01363,88.253264,car
T006,1,Tiger Hill,Tenzing Rock,158,27.013697,88.253231,car
T006,1,Tiger Hill,Tenzing Rock,159,27.013758,88.2532,car
T006,1,Tiger Hill,Tenzing Rock,160,27.013801,88.253209,car
T006,1,Tiger Hill,Tenzing Rock,161,27.013939,88.253327,car
T006,1,Tiger Hill,Tenzing Rock,162,27.014052,88.253473,car
T006,1,Tiger Hill,Tenzing Rock,163,27.014166,88.253508,car
T006,1,Tiger Hill,Tenzing Rock,164,27.014321,88.253548,car
T006,1,Tiger Hill,Tenzing Rock,165,27.014358,88.253505,car
T006,1,Tiger Hill,Tenzing Rock,166,27.014355,88.253411,car
T006,1,Tiger Hill,Tenzing Rock,167,27.014358,88.253302,car
T006,1,Tiger Hill,Tenzing Rock,168,27.014391,88.253215,car
T006,1,Tiger Hill,Tenzing Rock,169,27.014448,88.253137,car
T006,1,Tiger Hill,Tenzing Rock,170,27.014331,88.253035,car
T006,1,Tiger Hill,Tenzing Rock,171,27.014275,88.252963,car
T006,1,Tiger Hill,Tenzing Rock,172,27.01425,88.25286,car
T006,1,Tiger Hill,Tenzing Rock,173,27.014236,88.252725,car
T006,1,Tiger Hill,Tenzing Rock,174,27.014229,88.252579,car
T006,1,Tiger Hill,Tenzing Rock,175,27.014227,88.25245,car
T006,1,Tiger Hill,Tenzing Rock,176,27.014252,88.25234,car
T006,1,Tiger Hill,Tenzing Rock,177,27.014296,88.252271,car
T006,1,Tiger Hill,Tenzing Rock,178,27.01436,88.25221,car
T006,1,Tiger Hill,Tenzing Rock,179,27.014425,88.252168,car
T006,1,Tiger Hill,Tenzing Rock,180,27.014654,88.252099,car
T006,1,Tiger Hill,Tenzing Rock,181,27.014759,88.25205,car
T006,1,Tiger Hill,Tenzing Rock,182,27.014871,88.251978,car
T006,1,Tiger Hill,Tenzing Rock,183,27.014964,88.251942,car
T006,1,Tiger Hill,Tenzing Rock,184,27.015055,88.251949,car
T006,1,Tiger Hill,Tenzing Rock,185,27.015449,88.252101,car
T006,1,Tiger Hill,Tenzing Rock,186,27.01553,88.252099,car
T006,1,Tiger Hill,Tenzing Rock,187,27.015591,88.252095,car
T006,1,Tiger Hill,Tenzing Rock,188,27.015655,88.252061,car
T006,1,Tiger Hill,Tenzing Rock,189,27.015681,88.251996,car
T006,1,Tiger Hill,Tenzing Rock,190,27.015732,88.251929,car
T006,1,Tiger Hill,Tenzing Rock,191,27.015797,88.251884,car
